country,year,fertilityrate,life_expectancy,Total_population
Gabon,2009,4.25,62.1,1.51
Gabon,2010,4.21,63.0,1.54
Gabon,2011,4.18,63.3,1.58
Gabon,2012,4.14,63.9,1.61
Gabon,2013,4.09,64.4,1.65
Gabon,2014,4.03,65.0,1.69
Gabon,2015,3.97,65.9,1.73
Gambia,1800,6.51,28.8,0.1
Gambia,1810,6.51,28.8,0.1
Gambia,1820,6.51,28.8,0.11
Gambia,1830,6.51,28.8,0.11
Gambia,1840,6.51,28.8,0.12
Gambia,1850,6.51,28.8,0.13
Gambia,1860,6.51,28.8,0.14
Gambia,1870,6.51,28.8,0.15
Gambia,1880,6.51,28.8,0.16
Gambia,1890,6.51,28.8,0.17
Gambia,1900,6.51,28.8,0.19
Gambia,1910,6.51,28.8,0.2
Gambia,1920,6.51,28.8,0.22
Gambia,1930,6.26,28.8,0.23
Gambia,1940,5.74,28.8,0.25
Gambia,1950,5.23,31.52,0.27
Gambia,1951,5.24,31.85,0.27
Gambia,1952,5.27,32.33,0.28
Gambia,1953,5.3,32.78,0.28
Gambia,1954,5.33,33.22,0.29
Gambia,1955,5.37,33.65,0.3
Gambia,1956,5.4,34.06,0.32
Gambia,1957,5.44,34.46,0.33
Gambia,1958,5.48,34.86,0.34
Gambia,1959,5.53,35.27,0.36
Gambia,1960,5.57,35.7,0.37
Gambia,1961,5.62,36.16,0.38
Gambia,1962,5.67,36.68,0.38
Gambia,1963,5.72,37.26,0.39
Gambia,1964,5.78,37.91,0.39
Gambia,1965,5.83,38.66,0.4
Gambia,1966,5.88,39.47,0.41
Gambia,1967,5.94,40.36,0.42
Gambia,1968,5.99,41.3,0.43
Gambia,1969,6.04,42.3,0.44
Gambia,1970,6.09,43.31,0.45
Gambia,1971,6.14,44.36,0.46
Gambia,1972,6.19,45.42,0.47
Gambia,1973,6.23,46.47,0.49
Gambia,1974,6.26,47.51,0.51
Gambia,1975,6.29,48.56,0.52
Gambia,1976,6.32,49.58,0.54
Gambia,1977,6.33,50.6,0.55
Gambia,1978,6.34,51.61,0.57
Gambia,1979,6.34,52.62,0.59
Gambia,1980,6.34,53.61,0.6
Gambia,1981,6.32,54.59,0.63
Gambia,1982,6.3,55.55,0.65
Gambia,1983,6.28,56.48,0.67
Gambia,1984,6.25,57.37,0.7
Gambia,1985,6.22,58.21,0.73
Gambia,1986,6.19,58.97,0.77
Gambia,1987,6.16,59.65,0.8
Gambia,1988,6.14,60.26,0.84
Gambia,1989,6.12,60.81,0.88
Gambia,1990,6.11,61.3,0.92
Gambia,1991,6.1,61.5,0.95
Gambia,1992,6.08,61.5,0.98
Gambia,1993,6.07,62.0,1.01
Gambia,1994,6.06,62.3,1.04
Gambia,1995,6.04,62.6,1.07
Gambia,1996,6.02,62.8,1.1
Gambia,1997,6.0,63.1,1.13
Gambia,1998,5.97,63.4,1.16
Gambia,1999,5.94,63.4,1.19
Gambia,2000,5.92,63.6,1.23
Gambia,2001,5.89,63.9,1.27
Gambia,2002,5.87,63.8,1.31
Gambia,2003,5.85,64.4,1.35
Gambia,2004,5.83,64.7,1.39
Gambia,2005,5.81,64.9,1.44
Gambia,2006,5.8,65.2,1.49
Gambia,2007,5.8,65.3,1.54
Gambia,2008,5.8,65.7,1.59
Gambia,2009,5.8,66.0,1.64
Gambia,2010,5.8,66.5,1.69
Gambia,2011,5.79,67.1,1.75
Gambia,2012,5.78,67.5,1.81
Gambia,2013,5.75,67.8,1.87
Gambia,2014,5.72,68.0,1.93
Gambia,2015,5.67,68.1,1.99
Georgia,1800,7.8,31.87,1.07
Georgia,1810,7.8,31.87,1.07
Georgia,1820,7.8,31.87,1.1
Georgia,1830,7.8,31.87,1.18
Georgia,1840,7.8,31.87,1.29
Georgia,1850,7.8,31.87,1.41
Georgia,1860,7.8,31.87,1.55
Georgia,1870,7.8,29.34,1.7
Georgia,1880,7.8,30.87,1.86
Georgia,1890,7.8,32.87,2.03
Georgia,1900,7.8,33.77,2.23
Georgia,1910,7.03,36.27,2.44
Georgia,1920,6.27,37.0,2.67
Georgia,1930,5.5,41.46,2.93
Georgia,1940,3.67,47.67,3.21
Georgia,1950,3.1,59.77,3.53
Georgia,1951,3.07,59.96,3.58
Georgia,1952,3.01,60.36,3.65
Georgia,1953,2.97,60.75,3.71
Georgia,1954,2.94,61.15,3.77
Georgia,1955,2.92,61.54,3.84
Georgia,1956,2.92,61.93,3.9
Georgia,1957,2.93,62.32,3.97
Georgia,1958,2.94,62.72,4.03
Georgia,1959,2.95,63.11,4.09
Georgia,1960,2.96,63.5,4.16
Georgia,1961,2.97,63.9,4.23
Georgia,1962,2.95,64.31,4.29
Georgia,1963,2.92,64.71,4.36
Georgia,1964,2.86,65.11,4.42
Georgia,1965,2.8,65.52,4.48
Georgia,1966,2.74,65.9,4.53
Georgia,1967,2.68,66.26,4.58
Georgia,1968,2.64,66.6,4.62
Georgia,1969,2.61,66.93,4.67
Georgia,1970,2.6,67.24,4.71
Georgia,1971,2.59,67.54,4.75
Georgia,1972,2.58,67.85,4.79
Georgia,1973,2.56,68.17,4.83
Georgia,1974,2.54,68.47,4.87
Georgia,1975,2.5,68.76,4.91
Georgia,1976,2.46,69.0,4.94
Georgia,1977,2.42,69.19,4.97
Georgia,1978,2.38,69.31,5.0
Georgia,1979,2.34,69.37,5.04
Georgia,1980,2.32,69.4,5.07
Georgia,1981,2.3,69.42,5.11
Georgia,1982,2.28,69.46,5.15
Georgia,1983,2.28,69.52,5.19
Georgia,1984,2.28,69.62,5.24
Georgia,1985,2.27,69.75,5.29
Georgia,1986,2.27,69.86,5.34
Georgia,1987,2.26,69.94,5.39
Georgia,1988,2.24,69.96,5.44
Georgia,1989,2.22,69.95,5.47
Georgia,1990,2.18,69.9,5.46
Georgia,1991,2.13,69.9,5.42
Georgia,1992,2.08,69.4,5.35
Georgia,1993,2.01,69.2,5.25
Georgia,1994,1.95,70.2,5.16
Georgia,1995,1.88,70.7,5.07
Georgia,1996,1.81,71.2,4.99
Georgia,1997,1.75,71.3,4.92
Georgia,1998,1.69,71.4,4.86
Georgia,1999,1.64,71.4,4.8
Georgia,2000,1.61,71.4,4.74
Georgia,2001,1.59,71.7,4.69
Georgia,2002,1.59,71.6,4.63
Georgia,2003,1.61,71.7,4.58
Georgia,2004,1.64,71.5,4.52
Georgia,2005,1.68,71.8,4.48
Georgia,2006,1.72,71.9,4.43
Georgia,2007,1.76,72.1,4.39
Georgia,2008,1.79,71.8,4.34
Georgia,2009,1.81,72.1,4.3
Georgia,2010,1.82,72.2,4.25
Georgia,2011,1.82,72.2,4.2
Georgia,2012,1.82,72.4,4.14
Georgia,2013,1.82,72.5,4.08
Georgia,2014,1.82,72.6,4.03
Georgia,2015,1.81,72.9,4.0
Germany,1800,5.4,38.37,22.89
Germany,1810,5.35,38.37,23.88
Germany,1820,5.37,38.37,25.51
Germany,1830,4.78,38.37,28.02
Germany,1840,4.9,38.37,31.02
Germany,1850,5.01,38.37,33.66
Germany,1860,4.9,38.37,36.38
Germany,1870,5.18,38.37,39.7
Germany,1880,5.06,38.91,43.58
Germany,1890,5.2,40.91,48.21
Germany,1900,4.93,43.92,55.29
Germany,1910,4.01,48.41,64.06
Germany,1920,2.4,53.5,62.28
Germany,1930,1.88,59.46,66.44
Germany,1940,2.4,60.66,71.24
Germany,1950,2.07,66.91,69.79
Germany,1951,2.08,67.08,70.11
Germany,1952,2.11,67.4,70.42
Germany,1953,2.14,67.7,70.72
Germany,1954,2.17,68.0,71.02
Germany,1955,2.21,68.28,71.31
Germany,1956,2.25,68.57,71.62
Germany,1957,2.29,68.49,71.96
Germany,1958,2.33,69.23,72.32
Germany,1959,2.37,69.34,72.72
Germany,1960,2.41,69.26,73.18
Germany,1961,2.44,69.85,73.69
Germany,1962,2.47,70.01,74.24
Germany,1963,2.49,70.1,74.82
Germany,1964,2.49,70.66,75.41
Germany,1965,2.48,70.65,75.99
Germany,1966,2.44,70.77,76.56
Germany,1967,2.37,70.99,77.11
Germany,1968,2.28,70.64,77.61
Germany,1969,2.17,70.48,78.04
Germany,1970,2.04,70.72,78.37
Germany,1971,1.92,70.94,78.58
Germany,1972,1.8,71.16,78.7
Germany,1973,1.7,71.41,78.73
Germany,1974,1.62,71.71,78.71
Germany,1975,1.56,71.56,78.67
Germany,1976,1.53,72.02,78.6
Germany,1977,1.5,72.63,78.52
Germany,1978,1.49,72.6,78.43
Germany,1979,1.48,72.96,78.31
Germany,1980,1.47,73.14,78.16
Germany,1981,1.47,73.37,77.99
Germany,1982,1.46,73.69,77.81
Germany,1983,1.46,73.97,77.66
Germany,1984,1.46,74.44,77.57
Germany,1985,1.45,74.55,77.57
Germany,1986,1.44,74.75,77.67
Germany,1987,1.43,75.15,77.86
Germany,1988,1.41,75.33,78.15
Germany,1989,1.38,75.51,78.51
Germany,1990,1.36,75.4,78.96
Germany,1991,1.34,75.6,79.48
Germany,1992,1.32,76.0,80.08
Germany,1993,1.31,76.1,80.68
Germany,1994,1.31,76.4,81.21
Germany,1995,1.31,76.6,81.61
Germany,1996,1.32,76.9,81.87
Germany,1997,1.33,77.3,81.99
Germany,1998,1.34,77.6,82.01
Germany,1999,1.35,77.8,81.97
Germany,2000,1.35,78.1,81.9
Germany,2001,1.35,78.4,81.81
Germany,2002,1.35,78.6,81.7
Germany,2003,1.35,78.8,81.57
Germany,2004,1.35,79.2,81.42
Germany,2005,1.35,79.4,81.25
Germany,2006,1.36,79.7,81.06
Germany,2007,1.36,79.9,80.85
Germany,2008,1.37,80.0,80.67
Germany,2009,1.38,80.1,80.52
Germany,2010,1.39,80.3,80.44
Germany,2011,1.4,80.5,80.42
Germany,2012,1.41,80.6,80.48
Germany,2013,1.42,80.7,80.57
Germany,2014,1.43,80.7,80.65
Germany,2015,1.44,80.8,80.69
Ghana,1800,6.43,28.0,2.02
Ghana,1810,6.43,28.0,2.02
Ghana,1820,6.43,28.0,1.99
Ghana,1830,6.43,28.0,1.92
Ghana,1840,6.43,28.0,1.83
Ghana,1850,6.43,28.0,1.74
Ghana,1860,6.43,28.0,1.66
Ghana,1870,6.43,28.0,1.63
Ghana,1880,6.43,28.0,1.68
Ghana,1890,6.43,28.0,1.78
Ghana,1900,6.43,28.0,1.89
Ghana,1910,6.43,28.0,2.01
Ghana,1920,6.43,28.0,2.42
Ghana,1930,6.42,30.62,3.08
Ghana,1940,6.39,35.87,3.92
Ghana,1950,6.37,41.37,4.98
Ghana,1951,6.39,41.66,5.07
Ghana,1952,6.42,42.22,5.19
Ghana,1953,6.46,42.76,5.34
Ghana,1954,6.5,43.3,5.5
Ghana,1955,6.54,43.83,5.68
Ghana,1956,6.58,44.36,5.86
Ghana,1957,6.62,44.87,6.05
Ghana,1958,6.67,45.37,6.25
Ghana,1959,6.71,45.86,6.45
Ghana,1960,6.75,46.34,6.65
Ghana,1961,6.79,46.8,6.87
Ghana,1962,6.83,47.25,7.09
Ghana,1963,6.86,47.66,7.3
Ghana,1964,6.89,48.07,7.51
Ghana,1965,6.92,48.44,7.71
Ghana,1966,6.94,48.8,7.89
Ghana,1967,6.95,49.14,8.06
Ghana,1968,6.96,49.46,8.22
Ghana,1969,6.96,49.78,8.4
Ghana,1970,6.95,50.08,8.6
Ghana,1971,6.94,50.39,8.83
Ghana,1972,6.92,50.7,9.08
Ghana,1973,6.89,51.02,9.35
Ghana,1974,6.86,51.35,9.6
Ghana,1975,6.82,51.68,9.83
Ghana,1976,6.77,52.0,10.02
Ghana,1977,6.72,52.33,10.19
Ghana,1978,6.67,52.63,10.35
Ghana,1979,6.61,52.95,10.55
Ghana,1980,6.54,53.26,10.8
Ghana,1981,6.47,53.6,11.12
Ghana,1982,6.39,53.95,11.49
Ghana,1983,6.31,54.34,11.9
Ghana,1984,6.22,54.76,12.31
Ghana,1985,6.13,55.23,12.72
Ghana,1986,6.04,55.75,13.1
Ghana,1987,5.94,56.31,13.48
Ghana,1988,5.83,56.89,13.85
Ghana,1989,5.73,57.47,14.23
Ghana,1990,5.62,58.0,14.63
Ghana,1991,5.51,58.4,15.04
Ghana,1992,5.39,58.7,15.47
Ghana,1993,5.28,59.5,15.91
Ghana,1994,5.17,59.6,16.34
Ghana,1995,5.06,60.0,16.76
Ghana,1996,4.96,60.1,17.17
Ghana,1997,4.87,59.8,17.57
Ghana,1998,4.79,60.1,17.97
Ghana,1999,4.73,60.1,18.38
Ghana,2000,4.67,60.0,18.82
Ghana,2001,4.62,59.9,19.29
Ghana,2002,4.57,60.0,19.79
Ghana,2003,4.51,60.2,20.31
Ghana,2004,4.46,60.5,20.84
Ghana,2005,4.39,60.8,21.39
Ghana,2006,4.33,61.2,21.95
Ghana,2007,4.26,61.6,22.53
Ghana,2008,4.19,62.0,23.12
Ghana,2009,4.12,62.4,23.71
Ghana,2010,4.05,62.9,24.32
Ghana,2011,3.99,63.5,24.93
Ghana,2012,3.92,64.1,25.54
Ghana,2013,3.86,64.5,26.16
Ghana,2014,3.8,64.8,26.79
Ghana,2015,3.74,65.3,27.41
Greece,1800,6.03,36.6,2.15
Greece,1810,6.03,36.6,2.23
Greece,1820,6.03,36.6,2.35
Greece,1830,6.03,36.6,2.54
Greece,1840,6.03,36.6,2.78
Greece,1850,6.03,36.6,3.05
Greece,1860,3.81,36.6,3.33
Greece,1870,3.77,36.6,3.66
Greece,1880,3.27,36.9,4.02
Greece,1890,4.73,38.18,4.44
Greece,1900,5.47,40.0,4.88
Greece,1910,4.22,42.0,5.24
Greece,1920,2.97,44.65,5.64
Greece,1930,4.19,50.15,6.25
Greece,1940,3.29,54.34,7.15
Greece,1950,2.27,65.5,7.57
Greece,1951,2.28,65.57,7.64
Greece,1952,2.29,65.72,7.71
Greece,1953,2.3,65.92,7.78
Greece,1954,2.3,66.16,7.86
Greece,1955,2.29,66.46,7.94
Greece,1956,2.28,66.79,8.02
Greece,1957,2.27,67.16,8.1
Greece,1958,2.25,67.57,8.18
Greece,1959,2.23,67.99,8.25
Greece,1960,2.22,68.41,8.31
Greece,1961,2.22,68.8,8.37
Greece,1962,2.22,69.14,8.41
Greece,1963,2.23,69.44,8.45
Greece,1964,2.26,69.69,8.49
Greece,1965,2.29,69.91,8.53
Greece,1966,2.32,70.12,8.58
Greece,1967,2.35,70.34,8.63
Greece,1968,2.36,70.59,8.68
Greece,1969,2.37,70.88,8.73
Greece,1970,2.36,71.2,8.78
Greece,1971,2.36,71.53,8.82
Greece,1972,2.35,71.85,8.86
Greece,1973,2.35,72.13,8.9
Greece,1974,2.35,72.39,8.95
Greece,1975,2.34,72.62,9.03
Greece,1976,2.34,72.85,9.13
Greece,1977,2.32,73.1,9.26
Greece,1978,2.28,73.38,9.39
Greece,1979,2.24,73.68,9.51
Greece,1980,2.17,74.01,9.62
Greece,1981,2.09,74.33,9.7
Greece,1982,2.01,74.64,9.77
Greece,1983,1.91,74.94,9.82
Greece,1984,1.82,75.21,9.87
Greece,1985,1.73,75.47,9.91
Greece,1986,1.65,75.73,9.95
Greece,1987,1.58,76.01,9.98
Greece,1988,1.51,76.32,10.02
Greece,1989,1.46,76.66,10.07
Greece,1990,1.42,77.0,10.13
Greece,1991,1.39,77.1,10.22
Greece,1992,1.37,77.1,10.32
Greece,1993,1.35,77.5,10.43
Greece,1994,1.34,77.7,10.54
Greece,1995,1.32,77.8,10.64
Greece,1996,1.31,77.9,10.73
Greece,1997,1.29,78.1,10.8
Greece,1998,1.28,78.2,10.86
Greece,1999,1.27,78.3,10.91
Greece,2000,1.27,78.6,10.95
Greece,2001,1.27,78.9,10.99
Greece,2002,1.28,79.1,11.01
Greece,2003,1.3,79.3,11.03
Greece,2004,1.33,79.4,11.05
Greece,2005,1.36,79.6,11.07
Greece,2006,1.4,80.0,11.1
Greece,2007,1.43,79.8,11.13
Greece,2008,1.46,80.2,11.16
Greece,2009,1.48,80.2,11.18
Greece,2010,1.5,80.4,11.18
Greece,2011,1.51,80.5,11.15
Greece,2012,1.52,80.6,11.11
Greece,2013,1.53,81.0,11.06
Greece,2014,1.54,81.0,11.0
Greece,2015,1.55,81.0,10.95
Grenada,1800,5.81,31.4,0.03
Grenada,1810,5.81,31.4,0.03
Grenada,1820,5.81,31.4,0.03
Grenada,1830,5.81,31.4,0.03
Grenada,1840,5.81,33.37,0.03
Grenada,1850,5.81,37.3,0.03
Grenada,1860,5.81,37.3,0.03
Grenada,1870,5.81,37.3,0.04
Grenada,1880,5.81,37.3,0.04
Grenada,1890,5.81,37.3,0.05
Grenada,1900,5.81,37.3,0.06
Grenada,1910,5.81,37.3,0.07
Grenada,1920,5.81,37.3,0.07
Grenada,1930,5.68,43.51,0.07
Grenada,1940,5.43,49.48,0.07
Grenada,1950,5.18,55.49,0.08
Grenada,1951,5.36,55.81,0.08
Grenada,1952,5.69,56.39,0.08
Grenada,1953,5.97,56.97,0.08
Grenada,1954,6.22,57.52,0.08
Grenada,1955,6.43,58.07,0.08
Grenada,1956,6.59,58.61,0.08
Grenada,1957,6.71,59.12,0.08
Grenada,1958,6.78,59.63,0.09
Grenada,1959,6.79,60.11,0.09
Grenada,1960,6.74,60.59,0.09
Grenada,1961,6.63,61.05,0.09
Grenada,1962,6.44,61.49,0.09
Grenada,1963,6.2,61.93,0.09
Grenada,1964,5.91,62.35,0.09
Grenada,1965,5.6,62.76,0.09
Grenada,1966,5.3,63.16,0.09
Grenada,1967,5.04,63.54,0.09
Grenada,1968,4.84,63.91,0.09
Grenada,1969,4.69,64.27,0.09
Grenada,1970,4.6,64.62,0.09
Grenada,1971,4.56,64.97,0.09
Grenada,1972,4.54,65.29,0.09
Grenada,1973,4.51,65.62,0.09
Grenada,1974,4.48,65.92,0.09
Grenada,1975,4.44,66.22,0.09
Grenada,1976,4.39,66.52,0.09
Grenada,1977,4.34,66.79,0.09
Grenada,1978,4.3,67.07,0.09
Grenada,1979,4.27,67.33,0.09
Grenada,1980,4.25,67.6,0.09
Grenada,1981,4.24,67.86,0.09
Grenada,1982,4.24,68.1,0.09
Grenada,1983,4.25,68.35,0.1
Grenada,1984,4.24,68.59,0.1
Grenada,1985,4.23,68.83,0.1
Grenada,1986,4.2,69.06,0.1
Grenada,1987,4.15,69.28,0.1
Grenada,1988,4.07,69.5,0.1
Grenada,1989,3.97,69.7,0.1
Grenada,1990,3.84,69.9,0.1
Grenada,1991,3.7,70.2,0.1
Grenada,1992,3.55,70.2,0.1
Grenada,1993,3.4,70.0,0.1
Grenada,1994,3.25,70.4,0.1
Grenada,1995,3.12,70.7,0.1
Grenada,1996,2.99,70.8,0.1
Grenada,1997,2.87,70.8,0.1
Grenada,1998,2.76,70.6,0.1
Grenada,1999,2.67,70.6,0.1
Grenada,2000,2.58,70.5,0.1
Grenada,2001,2.51,70.3,0.1
Grenada,2002,2.46,70.2,0.1
Grenada,2003,2.41,70.2,0.1
Grenada,2004,2.37,69.3,0.1
Grenada,2005,2.34,70.3,0.1
Grenada,2006,2.32,70.5,0.1
Grenada,2007,2.3,70.7,0.1
Grenada,2008,2.28,70.8,0.1
Grenada,2009,2.26,70.9,0.1
Grenada,2010,2.24,71.0,0.1
Grenada,2011,2.22,71.0,0.11
Grenada,2012,2.19,71.1,0.11
Grenada,2013,2.17,71.2,0.11
Grenada,2014,2.15,71.4,0.11
Grenada,2015,2.13,71.5,0.11
Guatemala,1800,6.45,25.8,0.46
Guatemala,1810,6.45,25.8,0.52
Guatemala,1820,6.45,25.8,0.59
Guatemala,1830,6.45,25.8,0.67
Guatemala,1840,6.45,25.81,0.76
Guatemala,1850,6.45,25.81,0.85
Guatemala,1860,6.45,25.81,0.96
Guatemala,1870,6.45,25.81,1.08
Guatemala,1880,6.45,25.81,1.18
Guatemala,1890,6.45,25.81,1.28
Guatemala,1900,6.45,25.82,1.4
Guatemala,1910,6.31,25.82,1.55
Guatemala,1920,6.43,25.82,1.72
Guatemala,1930,6.59,25.81,1.92
Guatemala,1940,6.23,30.35,2.37
Guatemala,1950,7.25,41.86,3.15
Guatemala,1951,7.18,42.06,3.24
Guatemala,1952,7.05,42.44,3.33
Guatemala,1953,6.93,42.83,3.42
Guatemala,1954,6.83,43.27,3.52
Guatemala,1955,6.75,43.73,3.61
Guatemala,1956,6.68,44.23,3.71
Guatemala,1957,6.63,44.77,3.81
Guatemala,1958,6.59,45.32,3.91
Guatemala,1959,6.56,45.91,4.02
Guatemala,1960,6.53,46.51,4.13
Guatemala,1961,6.51,47.12,4.24
Guatemala,1962,6.49,47.76,4.36
Guatemala,1963,6.46,48.4,4.48
Guatemala,1964,6.43,49.05,4.6
Guatemala,1965,6.4,49.73,4.73
Guatemala,1966,6.36,50.43,4.86
Guatemala,1967,6.32,51.16,4.99
Guatemala,1968,6.29,51.93,5.13
Guatemala,1969,6.26,52.72,5.27
Guatemala,1970,6.24,53.5,5.42
Guatemala,1971,6.22,54.27,5.58
Guatemala,1972,6.21,55.0,5.74
Guatemala,1973,6.2,55.67,5.9
Guatemala,1974,6.2,56.28,6.07
Guatemala,1975,6.2,56.82,6.24
Guatemala,1976,6.2,57.32,6.41
Guatemala,1977,6.2,57.78,6.58
Guatemala,1978,6.2,58.22,6.75
Guatemala,1979,6.2,58.66,6.93
Guatemala,1980,6.18,59.12,7.12
Guatemala,1981,6.15,59.6,7.31
Guatemala,1982,6.11,60.1,7.51
Guatemala,1983,6.05,60.62,7.71
Guatemala,1984,5.99,61.16,7.91
Guatemala,1985,5.91,61.72,8.12
Guatemala,1986,5.84,62.28,8.32
Guatemala,1987,5.76,62.86,8.52
Guatemala,1988,5.7,63.45,8.73
Guatemala,1989,5.64,64.02,8.94
Guatemala,1990,5.58,64.6,9.16
Guatemala,1991,5.53,64.0,9.38
Guatemala,1992,5.47,63.8,9.62
Guatemala,1993,5.4,64.2,9.86
Guatemala,1994,5.32,64.6,10.11
Guatemala,1995,5.24,66.9,10.36
Guatemala,1996,5.15,68.1,10.61
Guatemala,1997,5.06,67.7,10.87
Guatemala,1998,4.97,67.7,11.14
Guatemala,1999,4.88,68.8,11.41
Guatemala,2000,4.8,68.8,11.69
Guatemala,2001,4.72,69.3,11.98
Guatemala,2002,4.63,70.0,12.27
Guatemala,2003,4.55,70.1,12.57
Guatemala,2004,4.46,70.2,12.88
Guatemala,2005,4.37,69.8,13.18
Guatemala,2006,4.28,70.2,13.49
Guatemala,2007,4.2,71.0,13.8
Guatemala,2008,4.12,71.2,14.11
Guatemala,2009,4.04,70.9,14.42
Guatemala,2010,3.97,71.2,14.73
Guatemala,2011,3.91,71.6,15.05
Guatemala,2012,3.84,72.1,15.37
Guatemala,2013,3.78,72.3,15.69
Guatemala,2014,3.72,72.4,16.02
Guatemala,2015,3.66,72.6,16.34
Guinea,1800,6.11,29.5,0.98
Guinea,1810,6.11,29.6,0.98
Guinea,1820,6.11,29.71,1.01
Guinea,1830,6.11,29.81,1.08
Guinea,1840,6.11,29.91,1.18
Guinea,1850,6.11,30.02,1.28
Guinea,1860,6.11,30.12,1.4
Guinea,1870,6.11,30.22,1.53
Guinea,1880,6.11,30.33,1.67
Guinea,1890,6.11,30.43,1.82
Guinea,1900,6.11,30.53,1.99
Guinea,1910,6.11,30.64,2.17
Guinea,1920,6.11,30.74,2.37
Guinea,1930,6.08,30.84,2.59
Guinea,1940,6.03,30.95,2.83
Guinea,1950,5.98,32.95,3.09
Guinea,1951,5.98,33.12,3.14
Guinea,1952,5.99,33.44,3.19
Guinea,1953,6.01,33.74,3.23
Guinea,1954,6.02,34.04,3.27
Guinea,1955,6.03,34.35,3.32
Guinea,1956,6.05,34.64,3.36
Guinea,1957,6.06,34.92,3.41
Guinea,1958,6.08,35.2,3.47
Guinea,1959,6.09,35.46,3.52
Guinea,1960,6.1,35.71,3.58
Guinea,1961,6.11,35.95,3.63
Guinea,1962,6.12,36.17,3.69
Guinea,1963,6.13,36.37,3.75
Guinea,1964,6.13,36.57,3.81
Guinea,1965,6.14,36.77,3.88
Guinea,1966,6.14,36.96,3.95
Guinea,1967,6.15,37.16,4.02
Guinea,1968,6.16,37.37,4.09
Guinea,1969,6.17,37.61,4.16
Guinea,1970,6.2,37.89,4.22
Guinea,1971,6.22,38.2,4.26
Guinea,1972,6.25,38.57,4.29
Guinea,1973,6.28,38.97,4.32
Guinea,1974,6.32,39.43,4.34
Guinea,1975,6.35,39.94,4.36
Guinea,1976,6.39,40.47,4.38
Guinea,1977,6.43,41.04,4.39
Guinea,1978,6.47,41.63,4.42
Guinea,1979,6.5,42.25,4.45
Guinea,1980,6.53,42.92,4.51
Guinea,1981,6.56,43.66,4.58
Guinea,1982,6.59,44.47,4.68
Guinea,1983,6.61,45.37,4.8
Guinea,1984,6.63,46.32,4.94
Guinea,1985,6.64,47.33,5.08
Guinea,1986,6.65,48.35,5.22
Guinea,1987,6.64,49.37,5.38
Guinea,1988,6.63,50.33,5.55
Guinea,1989,6.61,51.22,5.76
Guinea,1990,6.58,52.0,6.03
Guinea,1991,6.54,52.3,6.37
Guinea,1992,6.49,52.5,6.75
Guinea,1993,6.44,53.0,7.16
Guinea,1994,6.38,53.1,7.54
Guinea,1995,6.31,53.4,7.86
Guinea,1996,6.24,53.8,8.12
Guinea,1997,6.16,54.0,8.33
Guinea,1998,6.09,54.0,8.5
Guinea,1999,6.01,54.0,8.65
Guinea,2000,5.94,54.2,8.8
Guinea,2001,5.87,54.4,8.96
Guinea,2002,5.79,54.7,9.11
Guinea,2003,5.72,55.1,9.28
Guinea,2004,5.65,55.6,9.46
Guinea,2005,5.58,56.0,9.67
Guinea,2006,5.5,56.4,9.9
Guinea,2007,5.42,56.8,10.15
Guinea,2008,5.34,57.1,10.43
Guinea,2009,5.26,57.5,10.72
Guinea,2010,5.17,57.9,11.01
Guinea,2011,5.09,58.2,11.32
Guinea,2012,5.0,58.5,11.63
Guinea,2013,4.92,58.8,11.95
Guinea,2014,4.83,58.6,12.28
Guinea,2015,4.75,59.1,12.61
Guinea-Bissau,1800,7.25,32.0,0.22
Guinea-Bissau,1810,7.25,32.0,0.22
Guinea-Bissau,1820,7.25,32.0,0.22
Guinea-Bissau,1830,7.25,32.0,0.23
Guinea-Bissau,1840,7.25,32.0,0.25
Guinea-Bissau,1850,7.25,32.0,0.27
Guinea-Bissau,1860,7.25,32.0,0.29
Guinea-Bissau,1870,7.25,32.0,0.31
Guinea-Bissau,1880,7.25,32.0,0.33
Guinea-Bissau,1890,7.25,32.0,0.35
Guinea-Bissau,1900,7.25,32.0,0.38
Guinea-Bissau,1910,7.25,32.0,0.41
Guinea-Bissau,1920,7.25,32.0,0.44
Guinea-Bissau,1930,7.51,32.0,0.47
Guinea-Bissau,1940,8.01,35.39,0.5
Guinea-Bissau,1950,8.51,39.26,0.54
Guinea-Bissau,1951,8.19,39.65,0.54
Guinea-Bissau,1952,7.59,40.03,0.55
Guinea-Bissau,1953,7.09,40.42,0.56
Guinea-Bissau,1954,6.68,40.81,0.57
Guinea-Bissau,1955,6.36,41.2,0.58
Guinea-Bissau,1956,6.14,41.58,0.58
Guinea-Bissau,1957,5.99,41.97,0.59
Guinea-Bissau,1958,5.91,42.36,0.6
Guinea-Bissau,1959,5.86,42.75,0.61
Guinea-Bissau,1960,5.83,43.14,0.62
Guinea-Bissau,1961,5.77,43.39,0.62
Guinea-Bissau,1962,5.67,43.64,0.63
Guinea-Bissau,1963,5.52,43.89,0.64
Guinea-Bissau,1964,5.32,44.15,0.64
Guinea-Bissau,1965,5.14,44.39,0.65
Guinea-Bissau,1966,5.05,44.63,0.66
Guinea-Bissau,1967,5.09,44.86,0.67
Guinea-Bissau,1968,5.3,45.09,0.69
Guinea-Bissau,1969,5.64,45.29,0.7
Guinea-Bissau,1970,6.07,45.5,0.71
Guinea-Bissau,1971,6.49,45.71,0.72
Guinea-Bissau,1972,6.81,45.91,0.74
